
一、DCC通风设备
407,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
408,,,卷帘门,墙外卷帘门1 - JLM4040_A_-4715351-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
409,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4642602-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
410,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644763-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
411,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643197-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
412,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715589-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
413,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715591-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
414,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3027-4644343-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
415,,,门,双扇平开外门_带观察窗 - GM2530_A_-4715344-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
416,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644783-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
417,,,双扇防火门,双扇平开防火门_带观察窗 - GM2430-4642960-LAY-1F-1_500-A,2850x2300(右),1,X-HLP3-AR-F3-LAY-01-001
418,,,门,双扇平开门1 - GM1523-4120994-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
419,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4644675-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
420,,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4718517-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
421,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
422,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
423,,,门,泄爆门 - TXBM1530_A_-3805509-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
424,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643303-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
425,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642830-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
426,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644627-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
427,,,门,双扇平开外门_带观察窗 - GM1830_A_-3857401-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-01-001
428,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644821-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
429,,,门,双扇平开门1 - TFDM1530-3857390-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
430,,,门,泄爆门 - TXBM2430-3829853-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
431,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
432,,,门,单扇平开门1 - CCB1421-4385370-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
433,,,门,门-上方带亮子 - GM1530_B_-V67-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
434,,,门,栅栏门 - AM1030-3939840-LAY-1F-1_500-A,2365*765 DCC-F,1,X-HLP3-AR-F3-LAY-01-001
435,,,门,栅栏门 - AM1030-V68-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
436,,,门,栅栏门 - AM1030-3939842-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
437,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
438,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
439,,,门,栅栏门 - AM1030-V69-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
440,,,门,栅栏门 - AM1030-V74-LAY-1F-1_500-A,3500x2300(右) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
441,,,门,双扇平开外门_带观察窗 - GM3030_A_-4070975-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
442,,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818688-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
443,,,单扇防火门,单扇平开防火门_带观察窗 - GM1128-4818686-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
444,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4718469-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
445,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703564-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
446,,,卷帘门,外墙卷帘门 - JLM5340-4370071-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
447,,,卷帘门,外墙卷帘门 - JLM5340-V80-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
448,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
449,,,双扇防火门,双扇平开防火门_带观察窗 - QM3433-4644801-LAY-1F-1_500-A,2850x2300(右),1,X-HLP3-AR-F3-LAY-01-001
450,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3433-4643147-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
451,,,门,双扇平开门-角度可调 - FM甲1523_160__-4636731-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
452,,,门,双扇平开外门_带观察窗 - FM甲1530_A_-4127258-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
453,,,门,双扇平开外门_带观察窗 - FM甲1530_A_-4127258-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
454,,,门,门-上方带亮子 - FM乙1530_B_-4887940-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
455,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
456,,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-4703572-LAY-1F-1_500-A,2400x1300(右),1,X-HLP3-AR-F3-LAY-01-001
457,,,单扇防火门,单扇平开防火门_带观察窗 - QM0821-V85-LAY-1F-1_500-A,2400x1300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
458,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
459,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4643157-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
460,,,门,双扇平开外门_带观察窗 - GM1830_A_-4808147-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
461,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
462,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703394-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
463,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703380-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
464,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643187-LAY-1F-1_500-A,2850x2300(右),1,X-HLP3-AR-F3-LAY-01-001
465,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644811-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
466,,,卷帘门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4551640-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
467,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-V117-LAY-1F-1_500-A,2000*2300(左),1,X-HLP3-AR-F3-LAY-01-001
468,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
469,,,门,泄爆门 - TXBM1530_A_-4574954-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
470,,,门,泄爆门 - TXBM1530_A_-4574954-LAY-1F-1_500-A,3500x2300(左),1,X-HLP3-AR-F3-LAY-01-001
471,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703400-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
472,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-2F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
473,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-V1-LAY-2F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
474,,,双扇防火门,双扇平开防火门_带观察窗1 - QM2030-3884746-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
475,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
476,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V3-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
477,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
478,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-V4-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
479,,,门,电梯门_客梯 - 2T洁净货梯-4055749-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
480,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-2F-1_500-A,2365x765,1,X-HLP3-AR-F3-LAY-02-001
481,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
482,,,门,电梯门_客梯 - 5T货梯-4221831-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
483,,,卷帘门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
484,,,卷帘门,电梯卷帘门 - FJLM6040_2H_-3900241-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
485,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703412-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
486,,,卷帘门,墙外卷帘门1 - JLM6050-4447037-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
487,,,门,双扇平开门-角度可调 - FDM甲2427_160__-4797546-LAY-2F-1_500-A,2365x765,1,X-HLP3-AR-F3-LAY-02-001
488,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙0818-4703344-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
489,,,门,双扇平开门-角度可调 - FM甲2030_160__-4907183-LAY-2F-1_500-A,2365x1165（右）,1,X-HLP3-AR-F3-LAY-02-001
490,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2030-4642942-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
491,,,双扇防火门,双扇平开防火门_带观察窗 - QM3728-4644389-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
492,,,双扇防火门,双扇平开防火门_带观察窗 - QM3728-4643107-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
493,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715553-LAY-2F-1_500-A,2365x1165（右）,1,X-HLP3-AR-F3-LAY-02-001
494,,,门,双扇平开门-角度可调 - FM甲2427_160__-4715543-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
495,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4965112-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
496,,,单扇防火门,单扇平开防火门_带观察窗 - FDM甲1123-4909654-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
497,,,门,双扇平开门-角度可调 - FM甲2427_160__-4636703-LAY-2F-1_500-A,2365x765,1,X-HLP3-AR-F3-LAY-02-001
498,,,双扇防火门,双扇平开防火门_带观察窗 - KBM2427-4644587-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
499,,,门,双扇平开门-角度可调 - FM甲2530_130__-4911531-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
500,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
501,,,门,双扇平开门-角度可调 - FM甲2427_160__-4690015-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
502,,,门,双扇平开门-角度可调 - FDM甲2427_160__-4797546-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
503,,,单扇防火门,单扇平开防火门_带观察窗 - GM0821-4833220-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
504,,,双扇防火门,双扇平开防火门_带观察窗 - KBM1223-4795271-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
505,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
506,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
507,,,门,双扇平开门1 - GM1523-4718479-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
508,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
509,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703414-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
510,,,双扇防火门,双扇平开防火门_带观察窗 - KBM1223-4644379-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
511,,,门,双扇平开门1 - GM1523-4718480-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
512,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V48-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
513,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523_3H_-4964460-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
514,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
515,,,卷帘门,墙外卷帘门1 - FJLM4030_常闭_利旧F2_-4446911-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
516,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3762917-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
517,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-V52-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
518,,,单扇防火门,单扇平开防火门_带观察窗 - GM0818-4841565-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
519,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644859-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
520,,,门,单扇平开门1 - FM乙0620-4228895-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
521,,,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703546-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
522,,,门,双扇平开门-角度可调 - FM甲3030_160__-4835888-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
523,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
524,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3756326-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
525,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-V68-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
526,,,卷帘门,电梯卷帘门 - FJLM2830_3H_-4966115-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
527,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
528,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4964982-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
529,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703576-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
530,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703350-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
531,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703436-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
532,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703438-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
533,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V4-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
534,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V5-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
535,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V7-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
536,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V8-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
537,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
538,,,门,电梯门_客梯 - 5T货梯-4221831-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
539,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
540,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643669-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
541,,,卷帘门,电梯卷帘门 - FJLM5340_2H_-3900285-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
542,,,卷帘门,电梯卷帘门 - FJLM6040_2H_-3900241-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
543,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703446-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
544,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V425-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
545,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V426-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
546,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,2850x2600(右),1,X-HLP3-AR-F3-LAY-04-001
547,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,2850x1800(左),1,X-HLP3-AR-F3-LAY-04-001
548,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644325-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
549,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2225-4670530-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
550,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
551,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
552,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
553,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
554,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4644529-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
555,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V453-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
556,,,卷帘门,墙外卷帘门1 - JLM6055-4476211-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
557,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703428-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
558,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2225-4644519-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
559,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123_3H_-4796242-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
560,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721382-LAY-4F-1_500-A,2850x2300(左) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
561,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721382-LAY-4F-1_500-A,2365x1165（左）,1,X-HLP3-AR-F3-LAY-04-001
562,,,门,单扇平开门1 - FM乙0620-4228895-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
563,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721362-LAY-4F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-04-001
564,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
565,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-V454-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
566,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-V455-LAY-4F-1_500-A,2850x2300(左),1,X-HLP3-AR-F3-LAY-04-001
567,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,MD 1200x2200,1,X-HLP3-AR-F3-LAY-04-001
568,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,2365*1165(右),1,X-HLP3-AR-F3-LAY-04-001
569,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721673-LAY-4F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-04-001
570,,,门,单开门 1000X2000,1000x2000 MD 1200x2200,1,X-HLP3-CR-B3-LAY-KPART-04-002
571,,,门,单开门 1000X2000,1000x2000 2365*965,1,X-HLP3-CR-B3-LAY-KPART-04-002
572,,,检修门,MD2-1022,1000x2200 2850x1800(右),1,X-HLP3-CR-F3-LAY-KEQP-02-002
573,,,检修门,MD2-1022,1000x2200 2850x2300(右) DCC-E*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
574,,,检修门,MD2-1022,1000x2200 2400x1300(右),1,X-HLP3-CR-F3-LAY-KEQP-02-002
575,,,检修门,MD2-1022,1000x2200 2850x2300(左) DCC-D*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
576,,,检修门,MD2-1022,1000x2200 2000x1800(左) DCC-A*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
577,,,检修门,MD2-1022,1000x2200 2850x2300(左),1,X-HLP3-CR-F3-LAY-KEQP-02-002
578,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
579,,,检修门,MD2-1022,1000x2200 2850x2600(右),1,X-HLP3-CR-F3-LAY-KEQP-02-002
580,,,检修门,MD1-1222,MD 1200x2200 DCC-F,1,X-HLP3-CR-F3-LAY-KEQP-02-002
581,,,检修门,MD2-1022,1000x2200 2850x2600(左) DCC-E,1,X-HLP3-CR-F3-LAY-KEQP-02-002
582,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E,1,X-HLP3-CR-F3-LAY-KEQP-02-002
583,,,检修门,X-HLP3-CR-F3-LAY-KEQP-02-002_20260401 DCC更新_SPM$0$MD1-1222,1200x2200 3500x2300(左) DCC-F,1,X-HLP3-CR-F3-LAY-KEQP-02-002
584,,,检修门,X-HLP3-CR-F3-LAY-KEQP-02-002_20260401 DCC更新_SPM$0$MD1-1222,1200x2200 3500x2300(左) DCC-F*2,1,X-HLP3-CR-F3-LAY-KEQP-02-002
585,,,门,单开门 1000X2000,1000x2000 2400x1300(右) DCC-B,1,X-HLP3-CR-F3-LAY-KPART-01-002
586,,,门,单开门 1000X2000,1000x2000 2365*1165(右),1,X-HLP3-CR-F3-LAY-KPART-03-002
587,,,门,ZDM1221,1200x2100,1,X-HLP3-CR-F3-LAY-KPART-04-001
588,,,门,组合门图例,,1,X-HLP3-CR-F3-LAY-KPART-04-001

四、结构构件
序号,轴位,区域,类别,名称,规格,数量,来源图纸
589,,,型钢,A$C2DBF4B5B,,199,X-HLP3-CR-F3-LAY-KEQP-02-002
590,,,柱,柱位牌,,142,X-HLP3-CR-F3-LAY-KPART-04-001
591,,,柱,柱底找平,,18,X-HLP3-CR-F3-LAY-KEQP-02-002
592,,,型钢,A$C2DBF4B5B,DCC 2850x1800(左),15,X-HLP3-CR-F3-LAY-KEQP-02-002
593,,,型钢,A$C2DBF4B5B,DCC 2850x2600(左),12,X-HLP3-CR-F3-LAY-KEQP-02-002
594,,,柱,柱位牌,2850x1800(右) DCC-C*2,10,X-HLP3-CR-F3-LAY-KPART-04-001
595,,,柱,柱位牌,2850x2300(左),10,X-HLP3-CR-F3-LAY-KPART-04-001
596,,,型钢,A$C2DBF4B5B,DCC 3500x2300(左),8,X-HLP3-CR-F3-LAY-KEQP-02-002
